ep.,num,start,end,キャラクター,字幕テキスト
7,308,"00:25:10,581","00:25:13,334",愛乃めぐみ,「100」?
7,308,"00:25:10,581","00:25:13,334",白雪ひめ,そう 思い出した?
7,309,"00:25:13,334","00:25:16,837",白雪ひめ,今日は めぐみと わたしの
7,309,"00:25:13,334","00:25:16,837",白雪ひめ,友達100日記念日だよ!
7,310,"00:25:16,837","00:25:20,357",リボン,スペシャルデーですわ!
7,310,"00:25:16,837","00:25:20,357",愛乃めぐみ,え～ おぼえてない!
7,311,"00:25:20,357","00:25:23,744",愛乃めぐみ,ふつう1周年じゃないの?
7,311,"00:25:20,357","00:25:23,744",白雪ひめ,いいの!
7,312,"00:25:23,744","00:25:29,183",白雪ひめ,2人の友情記念なんだから
7,312,"00:25:23,744","00:25:29,183",白雪ひめ,200日も300日もやるからね!
7,313,"00:25:29,183","00:25:32,286",愛乃めぐみ,え～? ヘヘヘ…
7,313,"00:25:29,183","00:25:32,286",白雪ひめ,イヒヒヒ…
7,314,"00:25:32,286","00:25:34,205",白雪ひめ,ご注目くださ～い!
7,315,"00:25:34,205","00:25:39,660",白雪ひめ,なかよし2人による愛の共同作業・
7,315,"00:25:34,205","00:25:39,660",白雪ひめ,ケーキ入刀で～す!
7,316,"00:25:39,660","00:25:41,462",相楽誠司,結婚式かよ
7,317,"00:25:41,462","00:25:43,564","愛乃めぐみ,白雪ひめ",(2人)せ～の!
7,318,"00:25:43,564","00:25:50,164",,♪♪～
8,1,"00:00:33,669","00:00:35,769",,サイアーク!
8,2,"00:00:38,490","00:00:41,610",,(2人)
8,2,"00:00:38,490","00:00:41,610",,ボンバーガールズプリキュア～!
8,3,"00:00:41,610","00:00:45,310",,スターブーメラン!
8,4,"00:00:47,332","00:00:49,632",子どもたち,やった～!
8,5,"00:00:51,737","00:00:53,555",,ウフッ
8,6,"00:00:53,555","00:00:57,755",,パッソー アルカンシエル!
8,7,"00:00:58,860","00:01:01,546",,メルシィプリキュア～!
8,8,"00:01:01,546","00:01:04,246",,サイアーク!
8,9,"00:01:05,917","00:01:10,517",,オプティカル ウェーブ!
8,10,"00:01:12,024","00:01:15,424",,ワンダフルネットプリキュア～!
8,11,"00:01:16,628","00:01:19,865",増子美代,みんなに つたえたい
8,11,"00:01:16,628","00:01:19,865",増子美代,わたしが つたえたい
8,12,"00:01:19,865","00:01:26,521",増子美代,ごぞんじ 『プリキュアウィークリー』の
8,12,"00:01:19,865","00:01:26,521",増子美代,看板キャスター・増子美代です!
8,13,"00:01:26,521","00:01:30,208",増子美代,つづけて読めば マスコミよ!
8,14,"00:01:30,208","00:01:34,796",増子美代,世界中でプリキュアが サイアークを
8,14,"00:01:30,208","00:01:34,796",増子美代,ジャンジャン浄化しています!
8,15,"00:01:34,796","00:01:38,250",増子美代,その中でも今
8,15,"00:01:34,796","00:01:38,250",増子美代,大注目のプリキュアが
8,16,"00:01:38,250","00:01:40,819",増子美代,日本のぴかりが丘にいるのです!
8,17,"00:01:40,819","00:01:43,672",増子美代,みなさんだけに
8,17,"00:01:40,819","00:01:43,672",増子美代,こっそり教えちゃいますよ!
8,18,"00:01:43,672","00:01:47,872",増子美代,かのじょたちの名は
8,18,"00:01:43,672","00:01:47,872",増子美代,ハピネスチャージプリキュア!
8,19,"00:01:52,280","00:01:54,266",,キュアパインです
8,20,"00:01:54,266","00:01:56,301",,みんなのおかげで プリキュアは
8,21,"00:01:56,301","00:01:59,171",,10周年を
8,21,"00:01:56,301","00:01:59,171",,むかえることができました
8,22,"00:01:59,171","00:02:03,625",,これからも
8,22,"00:01:59,171","00:02:03,625",,よろしくおねがいします
8,23,"00:02:03,625","00:02:06,625",,♪♪～主題歌
8,23,"00:02:03,625","00:02:06,625",,『ハピネスチャージプリキュア!WOW!』
8,24,"00:05:27,145","00:05:30,665",白雪ひめ,
8,24,"00:05:27,145","00:05:30,665",白雪ひめ,プリンセス 弾丸マシンガン!
8,25,"00:05:30,665","00:05:33,665",愛乃めぐみ,ターッ! タアッ!
8,26,"00:05:36,354","00:05:41,793",愛乃めぐみ,愛の光を聖なる力に
8,26,"00:05:36,354","00:05:41,793",愛乃めぐみ,ラブプリブレス!
8,27,"00:05:41,793","00:05:47,293",愛乃めぐみ,勇気の光を聖なる力へ
8,27,"00:05:41,793","00:05:47,293",愛乃めぐみ,ラブプリブレス!
8,28,"00:05:49,067","00:05:53,088","愛乃めぐみ,白雪ひめ",あなたにハッピー
8,28,"00:05:49,067","00:05:53,088","愛乃めぐみ,白雪ひめ",おとどけデリバリー!
8,29,"00:05:53,088","00:05:56,988","愛乃めぐみ,白雪ひめ",ハッピー!
8,30,"00:05:59,277","00:06:05,233","愛乃めぐみ,白雪ひめ",プリキュア
8,30,"00:05:59,277","00:06:05,233","愛乃めぐみ,白雪ひめ",ツインミラクルパワーシュート!
8,31,"00:06:05,233","00:06:12,457",,♪♪～
8,32,"00:06:12,457","00:06:16,257","愛乃めぐみ,白雪ひめ",ハピネスチャージ!
8,33,"00:06:17,712","00:06:20,632",サイアーク,ゴクラ～ク
8,34,"00:06:20,632","00:06:23,702",増子美代,おぉ～! すごい技でしたね!
8,35,"00:06:23,702","00:06:26,004",,わたしたちのコラボ技なんです
8,36,"00:06:26,004","00:06:29,557",増子美代,コラボ～!
8,36,"00:06:26,004","00:06:29,557",増子美代,なかよしな響きですね
8,37,"00:06:29,557","00:06:33,478",増子美代,絶好調のお2人ですが
8,37,"00:06:29,557","00:06:33,478",増子美代,秘訣を教えてください
8,38,"00:06:33,478","00:06:36,881",,それは!
8,38,"00:06:33,478","00:06:36,881",,2人の友情パワーです!
8,39,"00:06:36,881","00:06:38,800",増子美代,友情～!
8,40,"00:06:38,800","00:06:42,637",増子美代, テレビ 
8,40,"00:06:38,800","00:06:42,637",増子美代,「これからも 2人の活躍は
8,40,"00:06:38,800","00:06:42,637",増子美代,要チェックですよ～!」
8,41,"00:06:42,637","00:06:44,706",愛乃めぐみ,テレビに出ちゃった
8,42,"00:06:44,706","00:06:47,642",白雪ひめ,このまま人気者になっちゃったら
8,43,"00:06:47,642","00:06:49,611","愛乃めぐみ,白雪ひめ",(2人)どうしよう～!
8,44,"00:06:49,611","00:06:53,498",リボン,プリキュアが そんな
8,44,"00:06:49,611","00:06:53,498",リボン,うわついたことでは ダメですわよ
8,45,"00:06:53,498","00:06:56,484","愛乃めぐみ,白雪ひめ",(2人)えっ?
8,45,"00:06:53,498","00:06:56,484",,うわついてなんかないって
8,46,"00:06:56,484","00:06:59,154",,調子にのってるだけだよ～
8,47,"00:06:59,154","00:07:03,074",ブルー,自信を持つのはいいけど
8,47,"00:06:59,154","00:07:03,074",ブルー,油断は禁物だよ
8,48,"00:07:03,074","00:07:06,378",ブルー,今 サイアークの侵攻は
8,48,"00:07:03,074","00:07:06,378",ブルー,おさえられているけど
8,49,"00:07:06,378","00:07:08,446",ブルー,きみたちに
8,49,"00:07:06,378","00:07:08,446",ブルー,もしものことがあったら…
8,50,"00:07:08,446","00:07:11,850",白雪ひめ,だいじょうぶ!
8,50,"00:07:08,446","00:07:11,850",白雪ひめ,わたしとめぐみのコンビなら
8,51,"00:07:11,850","00:07:14,636",白雪ひめ,どんなサイアークが来ても
8,51,"00:07:11,850","00:07:14,636",白雪ひめ,へっちゃらだって
8,52,"00:07:14,636","00:07:17,088",白雪ひめ,ねっ?
8,52,"00:07:14,636","00:07:17,088",愛乃めぐみ,そのとおり!
8,53,"00:07:17,088","00:07:18,807",愛乃めぐみ,まかせてください!
8,54,"00:07:18,807","00:07:21,743","愛乃めぐみ,白雪ひめ",(2人)2人は最強なんだから!
8,55,"00:07:21,743","00:07:25,647",増子美代, テレビ 
8,55,"00:07:21,743","00:07:25,647",増子美代,「ぴかりが丘では 週末に
8,55,"00:07:21,743","00:07:25,647",増子美代,大きなお祭りがあるそうですが」
8,56,"00:07:25,647","00:07:29,134",増子美代,「ハピネスチャージプリキュアが
8,56,"00:07:25,647","00:07:29,134",増子美代,いれば 安心ですね!」
8,57,"00:07:29,134","00:07:34,355",愛乃めぐみ,そっか もう ぴかりが丘祭りの
8,57,"00:07:29,134","00:07:34,355",愛乃めぐみ,時期なんだ
8,57,"00:07:29,134","00:07:34,355",白雪ひめ,何? それ
8,58,"00:07:34,355","00:07:38,393",愛乃めぐみ,1000年前からつづいてる
8,58,"00:07:34,355","00:07:38,393",愛乃めぐみ,伝統のお祭りだよ
8,59,"00:07:38,393","00:07:40,829",愛乃めぐみ,ぴかりが丘には伝説があってね
8,60,"00:07:40,829","00:07:43,915",愛乃めぐみ,昔 空から地上におりた神さまと
8,61,"00:07:43,915","00:07:46,851",愛乃めぐみ,人間の女性が
8,61,"00:07:43,915","00:07:46,851",愛乃めぐみ,恋に落ちたといわれてるの
8,62,"00:07:46,851","00:07:51,890",愛乃めぐみ,そのころの名残で 女の子は
8,62,"00:07:46,851","00:07:51,890",愛乃めぐみ,オシャレして参加するんだ
8,63,"00:07:51,890","00:07:54,075",白雪ひめ,ジャパニーズ フェスティバル!
8,64,"00:07:54,075","00:07:56,811",白雪ひめ,お祭り 楽しそう!
8,65,"00:07:56,811","00:07:59,547",愛乃めぐみ,じゃ 2人で行こっか!
8,65,"00:07:56,811","00:07:59,547",白雪ひめ,うん!
8,66,"00:07:59,547","00:08:04,085",白雪ひめ,いいよね? リボン
8,66,"00:07:59,547","00:08:04,085",リボン,おこづかいは 300円ですわよ
8,67,"00:08:04,085","00:08:06,521",リボン,え～ ケチ～!
8,68,"00:08:06,521","00:08:08,873",ブルー,その300円を どう使うかで
8,69,"00:08:08,873","00:08:12,277",ブルー,お祭りの楽しみ方も
8,69,"00:08:08,873","00:08:12,277",ブルー,かわるだろうね
8,70,"00:08:12,277","00:08:14,929","愛乃めぐみ,白雪ひめ",(2人)うん?
8,71,"00:08:14,929","00:08:17,015",ディープミラー,プリキュアたちの反撃によって
8,72,"00:08:17,015","00:08:21,553",ディープミラー,不幸のエリアは じょじょに
8,72,"00:08:17,015","00:08:21,553",ディープミラー,うばい返されております
8,73,"00:08:21,553","00:08:26,207",ディープミラー,とくに ぴかりが丘は
8,73,"00:08:21,553","00:08:26,207",ディープミラー,連敗つづきです
8,74,"00:08:26,207","00:08:32,147",クイーンミラージュ,この世に不幸をまきちらして
8,74,"00:08:26,207","00:08:32,147",クイーンミラージュ,最悪の世界を作り上げる
8,75,"00:08:32,147","00:08:35,383",クイーンミラージュ,それが わたしの のぞみなのに…
8,76,"00:08:35,383","00:08:37,752",クイーンミラージュ,なによ このざまは!
8,77,"00:08:37,752","00:08:39,938",ホッシーワ,調子が悪かっただけです!
8,78,"00:08:39,938","00:08:44,092",ナマケルダ,はたらきすぎのせいですな
8,78,"00:08:39,938","00:08:44,092",ナマケルダ,バカンスで リフレッシュすれば
8,79,"00:08:44,092","00:08:49,848",オレスキー,ハン! 所詮 わがまま娘と
8,79,"00:08:44,092","00:08:49,848",オレスキー,なまけ者のざれごとだな
8,80,"00:08:49,848","00:08:55,637",オレスキー,おまえたちでは 100年たっても
8,80,"00:08:49,848","00:08:55,637",オレスキー,プリキュアをたおすことなど できんわ
8,81,"00:08:55,637","00:08:58,256",,≪オレスキー将軍だ≫
8,82,"00:08:58,256","00:09:02,510",オレスキー,この できる男のオレさまが
8,82,"00:08:58,256","00:09:02,510",オレスキー,ぴかりが丘ごとき
8,83,"00:09:02,510","00:09:04,879",オレスキー,すぐ不幸に そめてみせましょう
8,84,"00:09:04,879","00:09:09,133",クイーンミラージュ,じゃあ やってみなさいよ
8,84,"00:09:04,879","00:09:09,133",クイーンミラージュ,この2人 使えないし
8,85,"00:09:09,133","00:09:12,620",ホッシーワ,そんな! こいつにだって
8,85,"00:09:09,133","00:09:12,620",ホッシーワ,無理に決まってます!
8,86,"00:09:12,620","00:09:16,958",オレスキー,できる!
8,86,"00:09:12,620","00:09:16,958",オレスキー,オレさまは できる自分が大すきだ
8,87,"00:09:16,958","00:09:21,980",オレスキー,このお手製のオレスキー勲章が
8,87,"00:09:16,958","00:09:21,980",オレスキー,そのあかしだ!
8,88,"00:09:21,980","00:09:24,449",ホッシーワ,わっ!
8,88,"00:09:21,980","00:09:24,449",ナマケルダ,手作りですか?
8,89,"00:09:24,449","00:09:29,804",オレスキー,成功の暁には
8,89,"00:09:24,449","00:09:29,804",オレスキー,新たな勲章をつける許可を…
8,90,"00:09:29,804","00:09:32,104",クイーンミラージュ,いいわよ
8,91,"00:09:35,460","00:09:38,880",リボン,≪ゆゆゆゆ 浴衣
8,91,"00:09:35,460","00:09:38,880",リボン,かわルンルン!≫
8,92,"00:09:38,880","00:09:44,586",,♪♪～
8,93,"00:09:44,586","00:09:48,239",,♪♪「今日も ぴかりが丘は平和」
8,94,"00:09:48,239","00:09:51,859",,♪♪「明日もあさっても平和」
8,95,"00:09:51,859","00:09:55,263",,それは なんで?
8,95,"00:09:51,859","00:09:55,263",,プリキュアがいるから!
8,96,"00:09:55,263","00:09:59,067","愛乃めぐみ,白雪ひめ",ワッハッハー! ワハハのハー!
8,97,"00:09:59,067","00:10:01,469","愛乃めぐみ,白雪ひめ",ワッハッハッハー!
8,98,"00:10:01,469","00:10:05,073",,ワォ! 何? これ
8,99,"00:10:05,073","00:10:07,208",,≪おっ 気合入ってるね≫
8,100,"00:10:07,208","00:10:09,244",,うん? みんな!
8,101,"00:10:09,244","00:10:12,880",,こんにちは ひめちゃん
8,101,"00:10:09,244","00:10:12,880",白雪ひめ,あっ… こんにちは!
8,102,"00:10:12,880","00:10:14,849",白雪ひめ,えっと…
8,103,"00:10:14,849","00:10:17,669",,石神りんだよ
8,103,"00:10:14,849","00:10:17,669",,高野れいです
8,104,"00:10:17,669","00:10:19,754",,わたし 古田かな
8,105,"00:10:19,754","00:10:22,206",,椎名えれな えれにゃんだよ
8,106,"00:10:22,206","00:10:27,061",,自分で「えれにゃん」って言うな
8,106,"00:10:22,206","00:10:27,061",,(一同)ハハハハ…
8,107,"00:10:27,061","00:10:29,130",,(りん)ずるいよ めぐみ～!
8,108,"00:10:29,130","00:10:31,733",,ひめちゃんを ひとりじめして!
8,109,"00:10:31,733","00:10:35,503",愛乃めぐみ,ひとりじめなんてしてないよ
8,109,"00:10:31,733","00:10:35,503",愛乃めぐみ,はい!
8,110,"00:10:35,503","00:10:37,655",白雪ひめ,ワァ～～
8,111,"00:10:37,655","00:10:43,655",,ここで会ったのもご縁です
8,111,"00:10:37,655","00:10:43,655",,みんなで屋台を回りませんか?
8,112,"00:10:48,533","00:10:50,902",,あっ パン屋のお兄さん!
8,113,"00:10:50,902","00:10:53,104",,今日は わたあめ屋さんだよ
8,114,"00:10:53,104","00:10:54,906",白雪ひめ,わたあめ?
8,115,"00:10:54,906","00:10:57,825",,うちのは
8,115,"00:10:54,906","00:10:57,825",,秘伝のザラメを使ってるんだ
8,116,"00:10:57,825","00:11:00,094",白雪ひめ,おいしそう…
8,117,"00:11:00,094","00:11:02,563",,(男性)今日は特別価格の100円
8,118,"00:11:02,563","00:11:04,963",白雪ひめ,あっ…
8,119,"00:11:06,134","00:11:10,571",白雪ひめ,この300円で わたしの胃袋を
8,119,"00:11:06,134","00:11:10,571",白雪ひめ,みたさないといけないんだよね
8,120,"00:11:10,571","00:11:13,341",白雪ひめ,う～ん… フン!
8,121,"00:11:13,341","00:11:16,241",白雪ひめ,ちょうだい!
8,122,"00:11:19,697","00:11:21,783",白雪ひめ,うま～!
8,123,"00:11:21,783","00:11:25,019",,あたしは これ!
8,123,"00:11:21,783","00:11:25,019",白雪ひめ,あっ 何? それ
8,124,"00:11:25,019","00:11:30,525",,あんずあめだよ
8,124,"00:11:25,019","00:11:30,525",白雪ひめ,おぉ～ どこで買ったの?
8,125,"00:11:30,525","00:11:32,760",白雪ひめ,うんまぁ～!
8,126,"00:11:32,760","00:11:35,760",,わたしは やきもろこし!
8,127,"00:11:38,333","00:11:42,887",,200円だよ
8,127,"00:11:38,333","00:11:42,887",白雪ひめ,200円!?
8,128,"00:11:42,887","00:11:44,756",白雪ひめ,ハァ…
8,129,"00:11:44,756","00:11:47,675",,(かな)ひと口どうぞ
8,129,"00:11:44,756","00:11:47,675",白雪ひめ,あっ! いいの?
8,130,"00:11:47,675","00:11:49,775",,うん!
8,131,"00:11:50,845","00:11:52,630",白雪ひめ,うんまぁ!
8,132,"00:11:52,630","00:11:55,967",,みそおでんも
8,132,"00:11:52,630","00:11:55,967",,じゃがバターも いけるよ
8,133,"00:11:55,967","00:11:57,935",,はわわわ…
8,134,"00:11:57,935","00:11:59,937",白雪ひめ,うまぁ! うまぁ!
8,135,"00:11:59,937","00:12:03,174",大森ゆうこ,出張 おおもりご飯で～す
8,135,"00:11:59,937","00:12:03,174",愛乃めぐみ,ゆうゆう!
8,136,"00:12:03,174","00:12:06,861",大森ゆうこ,特製ジャンボソースせんべいは
8,136,"00:12:03,174","00:12:06,861",大森ゆうこ,いかがですか?
8,137,"00:12:06,861","00:12:11,261","愛乃めぐみ,白雪ひめ",(2人)でかっ!
8,137,"00:12:06,861","00:12:11,261",大森ゆうこ,1つ100円です
8,138,"00:12:13,701","00:12:18,201",白雪ひめ,ちょうだい!
8,138,"00:12:13,701","00:12:18,201",大森ゆうこ,毎度あり～!
8,139,"00:12:19,824","00:12:22,827",白雪ひめ,はい どうぞ
8,139,"00:12:19,824","00:12:22,827",,えっ?
8,140,"00:12:22,827","00:12:26,664",,いいの?
8,140,"00:12:22,827","00:12:26,664",白雪ひめ,うん お返し
8,141,"00:12:26,664","00:12:31,419",,(5人)あぁ… ありがとう!
8,142,"00:12:31,419","00:12:33,271",,(一同)うまぁ～!
8,143,"00:12:33,271","00:12:36,374",白雪ひめ,お祭りって おいしいね!
8,144,"00:12:36,374","00:12:39,026",,(4人)キューン!
8,145,"00:12:39,026","00:12:42,497",,もう～ ほんとにかわいい
8,146,"00:12:42,497","00:12:45,500",白雪ひめ,ヒャ～!
8,147,"00:12:45,500","00:12:52,056",白雪ひめ,ねぇ えれにゃん… みんなも
8,147,"00:12:45,500","00:12:52,056",白雪ひめ,どうして やさしくしてくれるの?
8,148,"00:12:52,056","00:12:57,862",,そりゃ 小さくて かわいくて
8,148,"00:12:52,056","00:12:57,862",,外国の人で めずらしいからだよ
8,149,"00:12:57,862","00:12:59,697",白雪ひめ,それが理由?
8,150,"00:12:59,697","00:13:04,335",,友達になりたいと思う
8,150,"00:12:59,697","00:13:04,335",,きっかけなんて そんなものです
8,151,"00:13:04,335","00:13:07,405",,この祭りの間に
8,151,"00:13:04,335","00:13:07,405",,ぜったい友達になるって
8,152,"00:13:07,405","00:13:09,540",,ねらってたんだから
8,153,"00:13:09,540","00:13:11,242",,あぁ…
8,154,"00:13:11,242","00:13:14,712",愛乃めぐみ,友達 4人もできちゃったね!
8,155,"00:13:14,712","00:13:16,664",白雪ひめ,うん!
8,156,"00:13:16,664","00:13:20,768",相楽誠司,ミスフォーチュンが
8,156,"00:13:16,664","00:13:20,768",相楽誠司,恋の占いから明日の天気まで
8,157,"00:13:20,768","00:13:23,304",相楽誠司,ずばりと当てますよ!
8,158,"00:13:23,304","00:13:27,208",愛乃めぐみ,誠司! 何してるの?
8,158,"00:13:23,304","00:13:27,208",相楽誠司,よびこみさ
8,159,"00:13:27,208","00:13:31,279",相楽誠司,オレが通ってる空手の道場で
8,159,"00:13:27,208","00:13:31,279",相楽誠司,占いのテントを出してるんだ
8,160,"00:13:31,279","00:13:33,965",,空手が占い?
8,161,"00:13:33,965","00:13:37,552",,恋占いもするって言ってたよね?
8,161,"00:13:33,965","00:13:37,552",,おいくら?
8,162,"00:13:37,552","00:13:40,488",相楽誠司,1回100円
8,162,"00:13:37,552","00:13:40,488",,(4人)はい!
8,163,"00:13:40,488","00:13:44,675",白雪ひめ,あっ…
8,163,"00:13:40,488","00:13:44,675",白雪ひめ,もう おこづかいなくなっちゃった
8,164,"00:13:44,675","00:13:47,161",愛乃めぐみ,あたしとひめの分
8,164,"00:13:44,675","00:13:47,161",白雪ひめ,えっ!
8,165,"00:13:47,161","00:13:49,413",愛乃めぐみ,これで2人を占って
8,166,"00:13:49,413","00:13:53,317",愛乃めぐみ,ソースせんべいのお返し!
8,166,"00:13:49,413","00:13:53,317",白雪ひめ,めぐみ～!
8,167,"00:13:53,317","00:13:56,788",白雪ひめ,友達だね!
8,168,"00:13:56,788","00:13:58,623",,次だ!
8,169,"00:13:58,623","00:14:02,143",,やった～! うまくいくって
8,169,"00:13:58,623","00:14:02,143",,元気出たぞ～
8,170,"00:14:02,143","00:14:04,312",,いい結果だったみたいだね
8,171,"00:14:04,312","00:14:06,864",,ミスフォーチュンって
8,171,"00:14:04,312","00:14:06,864",,どんな人だった?
8,172,"00:14:06,864","00:14:11,364",,意外な人でしたわ
8,172,"00:14:06,864","00:14:11,364","愛乃めぐみ,白雪ひめ",(2人)うん?
8,173,"00:14:15,006","00:14:18,106",氷川いおな,どうぞこちらへ
8,174,"00:14:22,563","00:14:26,184",愛乃めぐみ,氷川さん!?
8,174,"00:14:22,563","00:14:26,184",,えっ?
8,175,"00:14:26,184","00:14:28,569",,あっ…
8,176,"00:14:28,569","00:14:33,090",白雪ひめ,ダレ?
8,176,"00:14:28,569","00:14:33,090",愛乃めぐみ,隣のクラスの氷川いおなちゃんだよ
8,177,"00:14:33,090","00:14:36,961",愛乃めぐみ,頭もよくて スポーツ万能の
8,177,"00:14:33,090","00:14:36,961",愛乃めぐみ,有名人なんだ
8,178,"00:14:36,961","00:14:41,382",愛乃めぐみ,いおなちゃんに
8,178,"00:14:36,961","00:14:41,382",愛乃めぐみ,占ってもらえるなんて すごーい!
8,179,"00:14:41,382","00:14:43,117",氷川いおな,何を占うの?
8,180,"00:14:43,117","00:14:47,338",愛乃めぐみ,あたしたち2人の未来を
8,180,"00:14:43,117","00:14:47,338",愛乃めぐみ,占ってください
8,180,"00:14:43,117","00:14:47,338",氷川いおな,えっ…
8,181,"00:14:47,338","00:14:49,690",氷川いおな,2人の未来?
8,182,"00:14:49,690","00:14:53,528",愛乃めぐみ,あたしたち 最強のコンビで
8,182,"00:14:49,690","00:14:53,528",愛乃めぐみ,絶好調なんです!
8,183,"00:14:53,528","00:14:58,633",愛乃めぐみ,このまま友情パワーで
8,183,"00:14:53,528","00:14:58,633",愛乃めぐみ,ラスボスまで行きたいなって
8,184,"00:14:58,633","00:15:01,519",氷川いおな,やってみるわ
8,185,"00:15:01,519","00:15:04,789","愛乃めぐみ,白雪ひめ",(2人)あっ!
8,186,"00:15:04,789","00:15:11,329",氷川いおな,人の未来は1つじゃない
8,186,"00:15:04,789","00:15:11,329",氷川いおな,鏡に映る無数の可能性の中から
8,187,"00:15:11,329","00:15:16,229",氷川いおな,もっとも強いあなたたちの運命を
8,187,"00:15:11,329","00:15:16,229",氷川いおな,選択するわ
8,188,"00:15:18,970","00:15:20,821",氷川いおな,見えた
8,189,"00:15:20,821","00:15:24,959",氷川いおな,あなたたちの未来は… 最悪よ
8,190,"00:15:24,959","00:15:26,559","愛乃めぐみ,白雪ひめ",(2人)えーっ!?
8,191,"00:17:06,560","00:17:10,648",白雪ひめ,ハァ… 最悪の未来か…
8,192,"00:17:10,648","00:17:12,583",愛乃めぐみ,気にしない 気にしない
8,193,"00:17:12,583","00:17:16,070",愛乃めぐみ,占いは よかった時だけ
8,193,"00:17:12,583","00:17:16,070",愛乃めぐみ,しんじれば いいんだよ
8,194,"00:17:16,070","00:17:21,425",白雪ひめ,そうだよね! 占いが何だ!
8,194,"00:17:16,070","00:17:21,425",,オー!
8,195,"00:17:21,425","00:17:26,380",,あたし 明日 告白しようかな
8,195,"00:17:21,425","00:17:26,380",,えっ!? ダレに?
8,196,"00:17:26,380","00:17:30,851",,秘密～!
8,196,"00:17:26,380","00:17:30,851",,教えなよ～!
8,197,"00:17:30,851","00:17:35,022",オレスキー,祭りなんぞに うつつをぬかす
8,197,"00:17:30,851","00:17:35,022",オレスキー,おろかな連中め
8,198,"00:17:35,022","00:17:37,758",オレスキー,そんな行事をいわうくらいなら
8,199,"00:17:37,758","00:17:40,878",オレスキー,オレさまをほめろー!
8,199,"00:17:37,758","00:17:40,878",チョイアーク,チョイチョーイ
8,200,"00:17:40,878","00:17:43,230",,(4人)キャーッ!
8,201,"00:17:43,230","00:17:47,530",オレスキー,鏡に映る未来を最悪にかえろ!
8,202,"00:17:50,154","00:17:54,554",オレスキー,カモン サイアーク!
8,203,"00:17:56,961","00:17:59,180",サイアーク,サイアーク!
8,204,"00:17:59,180","00:18:01,032",リボン,あっ!
8,205,"00:18:01,032","00:18:03,434",リボン,サイアークですわ!
8,205,"00:18:01,032","00:18:03,434","愛乃めぐみ,白雪ひめ",(2人)えっ!?
8,206,"00:18:03,434","00:18:07,688",オレスキー,サイアーク!
8,206,"00:18:03,434","00:18:07,688",オレスキー,ぴかりが丘を廃虚にしてしまえ
8,207,"00:18:07,688","00:18:12,388",サイアーク,サイアーク!
8,207,"00:18:07,688","00:18:12,388",,(一同)ウワァ～!
8,208,"00:18:13,494","00:18:16,614","愛乃めぐみ,白雪ひめ",(2人)あっ!
8,208,"00:18:13,494","00:18:16,614",,みんなが!
8,209,"00:18:16,614","00:18:19,300",愛乃めぐみ,助けよう ひめ!
8,209,"00:18:16,614","00:18:19,300",白雪ひめ,うん!
8,210,"00:18:19,300","00:18:21,135",,♪♪～
8,211,"00:18:21,135","00:18:23,504",リボン,≪かわルンルン!≫
8,212,"00:18:23,504","00:18:30,644",,♪♪～
8,213,"00:18:30,644","00:18:35,132","愛乃めぐみ,白雪ひめ",プリキュア
8,213,"00:18:30,644","00:18:35,132","愛乃めぐみ,白雪ひめ",くるりんミラーチェンジ!
8,214,"00:18:35,132","00:18:55,202",,♪♪～
8,215,"00:18:55,202","00:19:05,246",,♪♪～
8,216,"00:19:05,246","00:19:15,923",,♪♪～
8,217,"00:19:15,923","00:19:20,023",愛乃めぐみ,世界に広がるビッグな愛!
8,218,"00:19:23,330","00:19:26,230",愛乃めぐみ,キュアラブリー!
8,219,"00:19:28,836","00:19:33,436",白雪ひめ,天空に舞う 蒼き風!
8,220,"00:19:35,759","00:19:38,959",白雪ひめ,キュアプリンセス!
8,221,"00:19:40,197","00:19:43,384","愛乃めぐみ,白雪ひめ",ハピネス注入! 幸せチャージ!
8,222,"00:19:43,384","00:19:47,254","愛乃めぐみ,白雪ひめ",ハピネスチャージプリキュア!
8,223,"00:19:47,254","00:19:50,741",,プリキュアだ!
8,223,"00:19:47,254","00:19:50,741",,あの2人 とっても強いんだよ
8,224,"00:19:50,741","00:19:54,211",,どうも どうも!
8,224,"00:19:50,741","00:19:54,211",,みなさん にげてください!
8,225,"00:19:54,211","00:19:57,264",チョイアーク,チョイチョイチョーイ!
8,225,"00:19:54,211","00:19:57,264","愛乃めぐみ,白雪ひめ",(2人)ハーッ!
8,226,"00:19:57,264","00:19:59,600",,フッ!
8,226,"00:19:57,264","00:19:59,600",,ハーッ!
8,227,"00:19:59,600","00:20:02,336",愛乃めぐみ,いくよ! フォームチェンジ!
8,228,"00:20:02,336","00:20:04,939",リボン,≪かわルンルン!≫
8,229,"00:20:04,939","00:20:08,025",愛乃めぐみ,プリキュア
8,229,"00:20:04,939","00:20:08,025",愛乃めぐみ,くるりんミラーチェンジ!
8,230,"00:20:08,025","00:20:11,225",愛乃めぐみ,チェリーフラメンコ!
8,231,"00:20:14,982","00:20:18,669",愛乃めぐみ,プリキュア
8,231,"00:20:14,982","00:20:18,669",愛乃めぐみ,パッション ダイナマイト!
8,232,"00:20:18,669","00:20:24,241",,♪♪～
8,233,"00:20:24,241","00:20:27,862",愛乃めぐみ,オーレ!
8,233,"00:20:24,241","00:20:27,862",チョイアーク,チョイチョーイ!
8,234,"00:20:27,862","00:20:30,931",オレスキー,おまえたちが
